,rp_date,cp_id,device,imps,clicks,cost,cv_t
505,2018/5/21,652057083,1,234,2,194,0
506,2018/5/22,652057083,1,138,1,113,1
507,2018/5/23,652057083,1,153,0,0,0
508,2018/5/24,652057083,1,164,3,248,0
509,2018/5/25,652057083,1,91,1,44,0
510,2018/5/26,652057083,1,177,3,382,0
511,2018/5/27,652057083,1,205,0,0,0
512,2018/5/28,652057083,1,141,0,0,0
513,2018/5/29,652057083,1,244,3,330,0
514,2018/5/30,652057083,1,147,0,0,0
515,2018/5/31,652057083,1,158,2,276,0
516,2018/6/1,652057083,1,105,2,80,0
517,2018/6/2,652057083,1,158,0,0,0
518,2018/6/3,652057083,1,197,0,0,0
519,2018/6/4,652057083,1,171,0,0,0
520,2018/6/5,652057083,1,117,0,0,0
521,2018/6/6,652057083,1,149,1,53,0
522,2018/6/7,652057083,1,189,5,588,0
523,2018/6/8,652057083,1,142,3,244,0
524,2018/6/9,652057083,1,176,2,240,0
525,2018/6/10,652057083,1,200,4,451,0
526,2018/6/11,652057083,1,149,1,40,0
527,2018/6/12,652057083,1,153,3,196,0
528,2018/6/13,652057083,1,130,0,0,0
529,2018/6/14,652057083,1,179,5,766,0
530,2018/6/15,652057083,1,184,1,10,0
531,2018/6/16,652057083,1,210,1,191,0
532,2018/6/17,652057083,1,271,3,348,0
533,2018/6/18,652057083,1,139,2,364,0
534,2018/6/19,652057083,1,147,0,0,0
535,2018/6/20,652057083,1,120,2,188,0
536,2018/6/21,652057083,1,126,2,422,0
537,2018/6/22,652057083,1,96,0,0,0
538,2018/6/23,652057083,1,144,4,455,0
539,2018/6/24,652057083,1,148,2,464,0
540,2018/6/25,652057083,1,126,2,195,0
541,2018/6/26,652057083,1,130,3,175,0
542,2018/6/27,652057083,1,113,0,0,0
543,2018/6/28,652057083,1,151,2,187,0
544,2018/6/29,652057083,1,85,0,0,0
545,2018/6/30,652057083,1,153,1,269,0
546,2018/7/1,652057083,1,163,2,59,0
547,2018/7/2,652057083,1,103,1,249,0
548,2018/7/3,652057083,1,190,1,104,0
549,2018/7/4,652057083,1,176,1,186,0
550,2018/7/5,652057083,1,149,0,0,0
551,2018/7/6,652057083,1,112,1,142,0
552,2018/7/7,652057083,1,119,2,262,0
553,2018/7/8,652057083,1,156,0,0,0
554,2018/7/9,652057083,1,113,3,243,0
555,2018/7/10,652057083,1,84,0,0,0
556,2018/7/11,652057083,1,102,0,0,0
557,2018/7/12,652057083,1,121,0,0,0
558,2018/7/13,652057083,1,55,0,0,0
559,2018/7/14,652057083,1,51,1,134,0
560,2018/7/15,652057083,1,75,1,139,0
561,2018/7/16,652057083,1,37,2,299,0
562,2018/7/17,652057083,1,45,1,152,0
563,2018/7/18,652057083,1,41,2,160,0
564,2018/7/19,652057083,1,33,1,112,0
565,2018/7/20,652057083,1,30,0,0,0
566,2018/7/21,652057083,1,60,1,77,0
567,2018/7/22,652057083,1,48,0,0,0
568,2018/7/23,652057083,1,34,0,0,0
569,2018/7/24,652057083,1,33,0,0,0
570,2018/7/25,652057083,1,50,0,0,0
571,2018/7/26,652057083,1,69,0,0,0
572,2018/7/27,652057083,1,33,0,0,0
573,2018/7/28,652057083,1,56,0,0,0
574,2018/7/29,652057083,1,73,0,0,0
575,2018/7/30,652057083,1,47,0,0,0
576,2018/7/31,652057083,1,61,0,0,0
577,2018/8/1,652057083,1,39,0,0,0
578,2018/8/2,652057083,1,116,0,0,0
579,2018/8/3,652057083,1,48,1,67,0
580,2018/8/4,652057083,1,52,0,0,0
581,2018/8/5,652057083,1,86,1,79,0
582,2018/8/6,652057083,1,59,1,93,0
583,2018/8/7,652057083,1,44,0,0,0
584,2018/8/8,652057083,1,68,1,45,0
585,2018/8/9,652057083,1,56,0,0,0
586,2018/8/10,652057083,1,49,0,0,0
587,2018/8/11,652057083,1,35,1,34,0
588,2018/8/12,652057083,1,35,0,0,0
589,2018/8/13,652057083,1,32,0,0,0
590,2018/8/14,652057083,1,32,0,0,0
591,2018/8/15,652057083,1,34,0,0,0
592,2018/8/16,652057083,1,23,2,354,0
593,2018/8/17,652057083,1,11,0,0,0
594,2018/8/18,652057083,1,49,0,0,0
595,2018/8/19,652057083,1,25,0,0,0
596,2018/8/20,652057083,1,26,0,0,0
