16069,24469,56091,112034,117853,185066,215721
24469,56091,112034,117853,185066,215721,131208
56091,112034,117853,185066,215721,131208,151137
112034,117853,185066,215721,131208,151137,257837
117853,185066,215721,131208,151137,257837,345421
185066,215721,131208,151137,257837,345421,438223
215721,131208,151137,257837,345421,438223,572683
131208,151137,257837,345421,438223,572683,547192
151137,257837,345421,438223,572683,547192,582445
257837,345421,438223,572683,547192,582445,708161
345421,438223,572683,547192,582445,708161,811213
438223,572683,547192,582445,708161,811213,880891
572683,547192,582445,708161,811213,880891,791198
547192,582445,708161,811213,880891,791198,743536
582445,708161,811213,880891,791198,743536,842998
708161,811213,880891,791198,743536,842998,908100
811213,880891,791198,743536,842998,908100,839566
880891,791198,743536,842998,908100,839566,1010776
791198,743536,842998,908100,839566,1010776,1096721
743536,842998,908100,839566,1010776,1096721,906722
842998,908100,839566,1010776,1096721,906722,884416
908100,839566,1010776,1096721,906722,884416,672271
839566,1010776,1096721,906722,884416,672271,638799
1010776,1096721,906722,884416,672271,638799,503506
1096721,906722,884416,672271,638799,503506,476216
906722,884416,672271,638799,503506,476216,338396
884416,672271,638799,503506,476216,338396,325138
672271,638799,503506,476216,338396,325138,349428
638799,503506,476216,338396,325138,349428,406224
503506,476216,338396,325138,349428,406224,555644
476216,338396,325138,349428,406224,555644,598559
338396,325138,349428,406224,555644,598559,560559
325138,349428,406224,555644,598559,560559,498699
349428,406224,555644,598559,560559,498699,425680
406224,555644,598559,560559,498699,425680,413231
555644,598559,560559,498699,425680,413231,297941
598559,560559,498699,425680,413231,297941,282293
560559,498699,425680,413231,297941,282293,272958
498699,425680,413231,297941,282293,272958,328973
425680,413231,297941,282293,272958,328973,537917
413231,297941,282293,272958,328973,537917,522706
297941,282293,272958,328973,537917,522706,330494
282293,272958,328973,537917,522706,330494,360740
272958,328973,537917,522706,330494,360740,307123
328973,537917,522706,330494,360740,307123,245950
537917,522706,330494,360740,307123,245950,240666
522706,330494,360740,307123,245950,240666,216916
330494,360740,307123,245950,240666,216916,194680
360740,307123,245950,240666,216916,194680,301710
307123,245950,240666,216916,194680,301710,304316
245950,240666,216916,194680,301710,304316,456371
240666,216916,194680,301710,304316,456371,506456
216916,194680,301710,304316,456371,506456,534341
194680,301710,304316,456371,506456,534341,488813
301710,304316,456371,506456,534341,488813,500551
304316,456371,506456,534341,488813,500551,445928
456371,506456,534341,488813,500551,445928,458850
506456,534341,488813,500551,445928,458850,437118
534341,488813,500551,445928,458850,437118,435845
488813,500551,445928,458850,437118,435845,530217
500551,445928,458850,437118,435845,530217,633004
445928,458850,437118,435845,530217,633004,449974
458850,437118,435845,530217,633004,449974,395284
437118,435845,530217,633004,449974,395284,395942
435845,530217,633004,449974,395284,395942,382606
530217,633004,449974,395284,395942,382606,350147
633004,449974,395284,395942,382606,350147,425332
449974,395284,395942,382606,350147,425332,433729
395284,395942,382606,350147,425332,433729,464339
395942,382606,350147,425332,433729,464339,122683
382606,350147,425332,433729,464339,122683,269220
350147,425332,433729,464339,122683,269220,379892
425332,433729,464339,122683,269220,379892,357035
433729,464339,122683,269220,379892,357035,294198
464339,122683,269220,379892,357035,294198,184011
122683,269220,379892,357035,294198,184011,139258
269220,379892,357035,294198,184011,139258,156051
379892,357035,294198,184011,139258,156051,54229
357035,294198,184011,139258,156051,54229,125104
294198,184011,139258,156051,54229,125104,140470
184011,139258,156051,54229,125104,140470,124295
139258,156051,54229,125104,140470,124295,117451
156051,54229,125104,140470,124295,117451,116844
54229,125104,140470,124295,117451,116844,162358
125104,140470,124295,117451,116844,162358,167019
140470,124295,117451,116844,162358,167019,156221
124295,117451,116844,162358,167019,156221,141020
117451,116844,162358,167019,156221,141020,165697
116844,162358,167019,156221,141020,165697,160294
162358,167019,156221,141020,165697,160294,94934
167019,156221,141020,165697,160294,94934,124345
156221,141020,165697,160294,94934,124345,155594
141020,165697,160294,94934,124345,155594,162180
165697,160294,94934,124345,155594,162180,207620
160294,94934,124345,155594,162180,207620,214908
94934,124345,155594,162180,207620,214908,190099
124345,155594,162180,207620,214908,190099,190274
155594,162180,207620,214908,190099,190274,230129
162180,207620,214908,190099,190274,230129,242223
